"z_Smear[1]","z_Smear[2]","z_Mgit[1]","z_Mgit[2]","z_Xpert[1]","z_Xpert[2]"
-5.5055,0.6237,-5.2421,-1.24,-7.256,-2.7433
-7.4951,1.048,-6.0144,-0.9915,-6.8494,-2.3506
-7.8744,1.0859,-6.5547,-0.6374,-8.4841,-1.4042
-8.4233,1.2346,-7.6235,0.2565,-8.3472,-1.2567
-7.7648,0.393,-5.9741,-1.9808,-5.8762,-3.7125
-8.5354,0.3174,-7.4155,-1.3168,-6.2545,-2.8553
-13.4795,0.8417,-5.8835,-0.6591,-7.1454,-1.7178
-8.3083,0.6599,-6.0131,-0.9859,-7.0938,-3.3199
-8.0982,1.0025,-6.8153,-0.1714,-7.8775,-2.4355
-6.0136,1.0789,-6.2855,-0.5412,-6.1162,-1.6866
-5.5268,1.2169,-6.7402,-0.1685,-7.1511,-0.9396
-5.9499,1.1688,-5.8134,-0.29,-6.6156,-2.0763
-5.4283,0.6455,-5.4655,-2.4876,-8.2173,-3.6099
-10.4063,1.2544,-7.7034,-0.7466,-6.6393,-1.4008
-7.7827,0.5038,-6.6077,-0.6941,-6.3957,-2.902
-5.5828,0.655,-5.3206,-0.5797,-6.1414,-1.5373
-7.5062,1.5764,-4.4344,-0.7504,-5.8537,-2.3899
-7.5657,0.188,-5.2967,-1.2072,-6.1702,-2.213
-8.2423,1.2635,-5.6287,-1.4786,-5.978,-4.4724
-10.9917,0.3411,-5.4645,-1.0557,-6.1812,-3.0564
-6.3255,0.9835,-5.568,-0.5658,-6.4132,-3.1217
-7.8147,0.2792,-5.2984,-1.4475,-6.1645,-2.4782
-7.3334,1.0154,-6.0674,-0.6189,-6.7197,-1.612
-8.1686,1.1865,-4.9593,-0.8124,-7.1743,-1.4915
-9.9588,0.5508,-5.1881,-1.7846,-7.6848,-2.9348
-8.0523,1.3721,-5.3867,-0.019,-7.6163,0.1136
-8.2843,0.2105,-5.2383,-0.5292,-5.5573,-2.3522
-7.2586,0.9831,-7.3446,-0.2728,-6.4907,-2.5276
-5.8148,0.1254,-4.7005,-1.6681,-6.7747,-3.1544
-7.6365,0.8423,-7.2281,-0.8909,-6.2355,-2.4381
-7.9815,1.6626,-6.6108,-0.2205,-6.1309,-0.4322
-6.7077,0.6858,-6.3564,-1.2594,-6.3678,-2.0024
-7.7229,1.1608,-7.3974,-0.8449,-6.1414,-1.4427
-5.9212,0.8857,-5.8749,-0.6189,-5.1317,-1.0923
-8.2012,0.486,-5.8019,-0.9777,-7.7036,-1.9672
-7.8284,0.4621,-5.5604,-1.4695,-5.963,-2.0857
-8.5223,2.2354,-3.5435,0.4482,-7.7246,-0.7606
-9.5044,1.2749,-5.4664,-0.6381,-6.0687,-1.5006
-6.0253,0.4781,-5.7747,-1.1523,-6.2865,-4.7432
-9.0551,1.2889,-5.8247,-0.4032,-6.4642,-2.1304
-6.6985,0.9438,-4.947,-0.5454,-5.7541,-0.6321
-8.5551,2.2005,-4.2644,-0.0539,-6.5413,-1.1779
-7.3072,0.8387,-4.6335,-0.5716,-6.7245,-1.9374
-7.5661,0.8475,-6.4987,-0.4428,-7.8067,-1.8448
-7.1775,0.4173,-5.798,-0.5435,-6.1252,-2.6564
-8.4631,0.2253,-7.267,-0.792,-5.7794,-4.2914
-6.9562,1.7565,-4.4797,-0.1957,-9.0663,-0.7638
-7.6597,0.8842,-6.2662,-0.3752,-5.4402,-2.2313
-8.5113,0.7603,-6.4025,-0.7259,-6.9904,-2.0226
-5.8704,0.9055,-5.8936,-0.3841,-5.1389,-0.8631
-7.589,0.9161,-5.1705,-0.8021,-5.6459,-1.572
-8.0038,0.7337,-6.6129,-1.3766,-6.9641,-2.8536
-8.9748,0.9057,-6.882,-0.5481,-5.9208,-1.9174
-7.8215,0.4417,-6.4163,-1.4005,-6.1427,-2.5071
-7.95,0.9383,-5.7183,-0.9872,-6.4649,-2.0657
-5.8846,0.6822,-7.1025,-0.393,-6.1046,-1.0205
-10.7915,1.7194,-5.7884,-0.3082,-5.0364,-0.9185
-8.8716,0.8115,-4.6207,-1.0138,-8.7434,-2.7278
-9.4743,-0.4569,-5.6449,-1.6191,-6.384,-5.1491
-8.8048,1.3176,-8.0362,-0.2179,-8.899,-1.7837
-9.0495,-0.0064,-7.6315,-1.2259,-6.1866,-2.3492
-8.1046,0.6337,-6.549,-0.8797,-6.5952,-1.4794
-5.4885,1.0776,-4.9854,-0.323,-5.4816,-1.8744
-6.7539,2.2719,-4.1586,-0.1031,-7.6229,-0.6078
-5.7516,0.1633,-5.4334,-1.128,-5.8905,-2.2197
-8.2823,1.3121,-5.7726,-1.1824,-6.4116,-1.8783
-7.2055,0.4311,-5.3297,-1.4005,-6.6229,-2.4482
-6.6591,1.4132,-7.3907,-0.0983,-6.787,-0.3014
-5.0613,0.5519,-5.3646,-1.4319,-5.6692,-3.0171
-8.0754,2.3457,-4.2495,-0.726,-6.959,-1.8628
-7.9519,-0.1648,-4.506,-1.735,-6.2202,-3.0785
-6.7551,1.627,-5.1963,-0.9208,-5.2434,-1.6474
-5.413,2.0292,-4.4871,0.219,-6.4364,-0.7904
-8.1317,0.2998,-5.0093,-1.3946,-7.7423,-1.8879
-8.9169,1.9063,-6.2007,-0.4251,-6.6673,-1.5079
-8.1776,0.4755,-4.6516,-1.4177,-6.814,-1.5399
-7.2049,0.4816,-5.7422,-1.3854,-7.3219,-2.332
-10.0675,0.8687,-4.9784,-0.7511,-8.0035,-2.095
-5.635,1.912,-3.9083,-0.6285,-7.5336,-1.4391
-6.4458,0.9324,-4.6239,-1.0772,-7.158,-1.8889
-9.1281,1.9907,-4.2815,-0.3762,-8.7494,-0.9614
-8.7262,0.3022,-6.155,-1.2559,-6.7313,-2.3783
-6.5403,0.6203,-6.5295,-1.2031,-5.4236,-1.8429
-6.8376,1.1306,-5.6188,-1.1833,-6.317,-2.5356
-6.414,0.1556,-4.8527,-1.4027,-6.8749,-2.0156
-6.6081,1.1257,-4.7665,-0.2776,-5.7025,-1.9473
-8.2905,0.2692,-7.0768,-1.7656,-5.2144,-4.6667
-6.653,0.8824,-5.5729,-0.8787,-6.9235,-1.9307
-6.3843,0.4645,-4.8386,-1.5544,-6.6009,-3.9757
-7.8224,1.9509,-3.6169,-0.5009,-6.7729,-0.7857
-5.8299,0.966,-4.152,-0.7076,-6.1913,-1.752
-8.5173,0.7952,-3.8092,-0.948,-7.4918,-2.4368
-6.0758,1.3108,-5.3042,-0.5221,-5.8962,-2.0326
-5.751,0.9557,-4.6444,-0.5692,-7.3202,-1.92
-8.1856,0.4516,-5.7795,-1.2888,-6.1894,-2.7123
-7.7216,1.8829,-4.4439,-0.7247,-8.1121,-0.9488
-7.0658,0.4971,-5.2824,-1.0615,-5.741,-2.4027
-5.91,1.9357,-5.2534,-0.1465,-5.9916,-0.7501
-8.8056,0.5631,-7.0085,-1.5585,-6.1941,-3.3939
-8.125,0.3148,-6.4603,-1.3627,-8.6662,-2.8097
-7.4103,0.9949,-6.7465,-0.6516,-6.6293,-1.0053
-7.9765,0.7366,-7.6014,-1.6883,-5.2658,-3.2936
-6.4461,0.4898,-6.9109,-1.1462,-5.9729,-2.695
-8.9797,1.0645,-5.4128,-0.6103,-5.3988,-1.9259
-5.8086,1.8441,-5.6325,-0.268,-6.9935,-1.2296
-6.9177,0.4393,-7.0973,-1.79,-7.5861,-2.8661
-8.5101,1.6186,-4.3328,0.2242,-5.6402,-0.2088
-6.0952,1.7363,-6.2601,-0.7093,-6.1438,-2.4831
-6.6404,0.9437,-6.2631,-0.6665,-6.5983,-2.7495
-5.267,1.6184,-4.6158,-0.931,-7.4444,-1.6477
-7.2557,1.9528,-4.6793,-0.9999,-6.275,-1.5442
-7.2483,0.2075,-6.5886,-1.0932,-6.9216,-3.1993
-7.4253,0.6146,-4.2561,-1.1078,-6.5852,-2.8037
-5.7231,0.3991,-4.9138,-1.7289,-6.3755,-3.4169
-9.8793,0.8571,-4.7632,-0.9987,-6.4237,-1.4933
-6.2682,1.2177,-4.6995,-0.5864,-6.1363,-1.3736
-6.4472,2.226,-4.8657,0.1949,-6.7537,-0.7341
-8.3103,1.6314,-4.3961,-0.5536,-6.3231,-0.9025
-8.7204,1.5718,-4.46,-0.1672,-9.5689,-1.0586
-6.5592,0.892,-7.5635,-0.8729,-7.5504,-2.4156
-7.5531,0.3014,-6.774,-1.2304,-4.956,-3.1006
-5.3047,1.5639,-5.6518,-0.2535,-7.7507,-0.6172
-8.9171,1.1404,-5.4196,-1.0429,-6.4424,-2.213
-5.4182,0.8631,-5.2148,-1.0543,-7.7583,-1.8346
-7.5297,0.8905,-5.3095,-1.2484,-7.0235,-2.747
-4.1157,1.6756,-4.2202,-0.2621,-6.7851,-1.0771
-7.9035,1.1097,-5.7911,-0.3865,-6.4108,-2.2303
-7.2554,0.7109,-8.0253,-0.6324,-6.3348,-3.2854
-5.4934,0.8052,-5.5115,-0.5542,-8.2357,-1.921
-9.564,0.655,-6.2885,-1.7927,-5.8197,-2.403
-6.628,1.2525,-4.3036,-0.8837,-6.4181,-2.4792
-6.4904,0.9003,-4.6543,-0.6572,-7.313,-2.0288
-7.7173,0.2793,-6.0054,-0.8803,-6.9819,-2.2132
-7.5629,0.8445,-5.3686,-1.5892,-7.3272,-2.8293
-6.009,1.3059,-5.3393,-0.6053,-5.7194,-2.2796
-8.8928,0.2739,-7.3089,-1.8273,-6.9764,-4.5227
-8.6408,0.7917,-8.2772,-0.9094,-6.1439,-3.0881
-7.9093,1.0063,-4.8694,-0.7567,-7.1463,-1.0159
-9.2272,1.7298,-5.4993,-0.2995,-6.332,-0.1426
-6.3474,1.4195,-5.7833,-0.8645,-6.0311,-1.8729
-6.993,1.6615,-5.8247,-0.505,-8.0756,-1.7263
-6.3912,0.9859,-4.4291,-1.5725,-7.3617,-2.6918
-9.603,1.2416,-5.2248,-0.1404,-5.6645,-0.3635
-6.3487,1.7235,-4.877,-0.3733,-6.8601,-1.0331
-7.6055,1.0264,-6.7573,-0.9892,-7.6519,-1.5042
-6.459,0.8974,-7.0599,-0.8146,-8.6178,-2.6454
-6.7964,0.4882,-6.8009,-1.3457,-8.0006,-2.2283
-7.7949,0.4394,-4.8871,-1.1275,-6.3296,-2.7634
-4.0095,0.9971,-5.2264,-0.6094,-5.9163,-3.5927
-9.4107,2.2117,-5.2602,-0.0192,-6.563,-0.9572
-9.9263,1.122,-6.8049,-0.465,-6.6538,-1.4898
-7.0363,0.1435,-5.119,-1.4154,-6.9546,-2.2576
-5.8242,0.8247,-6.5274,-0.6769,-7.3461,-3.452
-6.2155,1.0761,-5.7741,-0.6805,-6.5869,-1.6669
-9.5251,0.6772,-6.7048,-1.4628,-6.4886,-1.9946
-5.1554,1.0755,-4.7939,-0.4475,-6.7764,-2.2032
-6.6038,1.633,-4.3352,-0.142,-5.9201,-0.893
-6.9185,0.8664,-5.7691,-1.1015,-6.2296,-1.7767
-8.7422,1.8202,-4.7302,-0.3846,-6.6211,-1.2722
-10.3531,0.3939,-6.7947,-0.7196,-6.6161,-2.9755
-5.5709,0.5311,-5.4804,-1.1918,-5.171,-2.7212
-7.4114,0.487,-6.1533,-1.353,-5.943,-2.962
-6.9645,0.9854,-7.2568,-0.3937,-6.9381,-2.1878
-5.4856,0.8423,-4.6522,-0.8201,-6.4581,-1.2437
-6.4542,1.0292,-6.8174,-0.3818,-6.9639,-2.0264
-7.1382,1.7175,-4.8188,-0.1059,-7.303,-0.4657
-8.086,0.5957,-6.3477,-1.3561,-6.0742,-2.2092
-7.7388,0.3217,-7.1214,-1.3484,-4.5953,-3.9914
-7.5337,0.593,-6.1362,-0.3238,-6.4553,-2.0203
-7.2443,1.6716,-4.2905,-0.8451,-8.0017,-2.0033
-8.834,1.3277,-10.8572,-0.4599,-7.5001,-1.5987
-7.7364,1.3537,-6.9066,-0.6104,-6.0688,-1.3783
-8.4571,1.4343,-4.5812,-0.8313,-6.993,-0.7947
-7.7557,1.7127,-4.5963,-1.3972,-6.9498,-2.2857
-7.5946,1.1973,-6.6106,-1.4651,-6.719,-2.2876
-7.9785,1.4001,-4.7238,-0.2639,-6.3013,-1.8435
-8.3618,0.9806,-4.3815,-1.0338,-6.3936,-1.2506
-9.6651,0.4291,-5.8342,-0.752,-6.2757,-3.6423
-6.5323,2.1482,-6.0372,-0.0273,-9.7432,-0.9917
-8.1602,0.4235,-6.2618,-1.595,-5.8219,-2.1079
-6.4022,0.3644,-6.982,-1.1784,-5.4969,-1.9584
-10.6894,0.8008,-6.7789,-0.7302,-6.184,-1.7361
-5.5996,1.0095,-5.7866,-0.9095,-8.1803,-2.0894
-7.316,1.4244,-6.7544,-0.1518,-5.064,-0.8728
-6.0341,1.2229,-5.7053,-0.7454,-4.9963,-2.2218
-6.8094,0.7514,-4.1578,-1.0932,-7.0947,-2.5299
-8.1908,0.5592,-5.2441,-1.6604,-6.3521,-1.7451
-9.5836,0.3068,-6.3082,-1.3446,-6.117,-4.1046
-7.7718,0.6905,-6.6763,-0.8728,-5.7483,-2.628
-6.6633,0.4757,-8.1815,-0.1746,-9.024,-2.9359
-6.3574,0.5966,-5.069,-1.0263,-6.7311,-2.6129
-4.499,0.5422,-5.1883,-0.8428,-7.3703,-1.9477
-8.9423,2.0609,-7.2856,-0.3655,-6.757,-0.919
-8.8487,0.6454,-7.3717,-0.9599,-6.6569,-3.0821
-8.8554,2.06,-5.2759,-0.3382,-5.5216,-0.9324
-7.9054,0.6704,-7.0803,-0.8421,-6.5516,-2.7513
-5.7299,0.6318,-6.1669,-0.5666,-6.8275,-1.5524
-5.8208,0.7353,-7.1677,-0.6051,-5.6894,-2.6116
-5.2447,1.4662,-7.5979,-0.3136,-5.9356,-1.4952
-7.3458,0.8932,-6.1173,-0.8715,-7.728,-1.8042
-6.5866,0.1966,-5.8826,-1.5626,-6.0018,-3.1563
-6.3199,1.9426,-4.4821,-0.7103,-7.2143,-1.8317
-8.4464,0.8971,-5.1209,-0.9129,-6.5221,-2.0964
-6.5547,0.4472,-5.9233,-1.2933,-6.9034,-3.2318
-5.1486,1.1566,-5.1853,-0.0181,-5.5032,-2.1076
-7.0573,1.1217,-5.9568,-0.5644,-6.1972,-1.7636
-6.3128,0.9844,-4.5519,-0.682,-6.5406,-1.6188
-6.993,0.537,-5.8287,-0.747,-5.8678,-2.362
-6.55,0.9366,-6.3024,-0.4286,-6.022,-1.4703
-7.063,0.4348,-7.347,-0.9944,-7.2097,-2.5483
-6.4961,1.4234,-6.027,-0.049,-5.7249,-0.9632
-6.9687,0.936,-5.2588,-1.1767,-6.1873,-1.5807
-8.1341,1.1361,-3.9864,-1.1231,-6.168,-2.625
-8.5161,0.9789,-6.8869,-0.4435,-6.1995,-2.5043
-6.8607,1.0228,-4.3843,-1.4093,-5.7346,-2.1591
-8.2624,0.4645,-6.3621,-0.9467,-6.5029,-1.9067
-10.9426,1.3137,-4.8471,-0.2996,-5.3441,-1.2061
-5.945,0.5927,-5.2889,-0.8496,-5.8192,-2.0862
-6.4827,1.773,-5.8697,-0.8791,-6.3751,-2.5154
-5.1328,1.1631,-6.0449,-0.7261,-6.811,-2.5066
-9.4014,0.9862,-6.4527,-0.2328,-5.6058,-2.1931
-8.6879,1.4065,-4.8503,-0.5624,-7.5968,-0.4492
-5.057,0.7211,-5.3696,-0.4659,-6.0879,-1.3291
-6.4139,0.5854,-8.2256,-0.8936,-5.2755,-2.3466
-7.8406,0.6086,-3.8504,-1.6486,-5.6782,-2.2908
-6.428,0.1938,-5.1195,-1.2385,-6.7914,-3.0499
-8.4358,1.0154,-6.8377,-0.3506,-5.6938,-1.5757
-6.8328,2.0187,-4.6127,0.4042,-5.602,-0.4589
-8.3718,0.8613,-4.8037,-0.7952,-5.8701,-2.6552
-8.5245,0.9964,-5.0994,-0.3239,-6.7959,-1.5245
-6.7633,1.4864,-5.5681,-0.412,-5.9516,-1.5987
-10.4013,0.3538,-5.1776,-0.895,-6.7083,-1.6802
-7.6292,2.25,-4.104,-0.216,-7.9706,-0.5582
-5.9789,0.6674,-5.4134,-1.1254,-7.0441,-2.7895
-8.2361,-0.0607,-6.3284,-1.2644,-8.3115,-2.8716
-9.5247,1.1422,-5.6189,-0.3137,-6.3777,-2.1292
-10.1647,0.51,-6.0486,-1.315,-6.9924,-2.2425
-7.4104,1.2299,-6.3233,-1.4071,-6.2548,-1.2984
-7.6866,0.3127,-6.105,-1.4677,-5.7534,-2.2399
-7.6074,0.7697,-4.5629,-0.8007,-6.0194,-1.9697
-6.7111,0.6969,-5.8765,-1.0062,-5.2094,-2.5427
-6.8142,0.835,-5.3405,-0.8257,-7.8802,-2.2168
-8.1336,0.9001,-5.3201,-0.9871,-5.736,-2.5512
-7.0911,0.6723,-8.2812,-0.6642,-5.966,-2.7537
-5.7334,1.6624,-5.2102,-0.0096,-6.6822,-0.8648
-7.7325,1.282,-5.3565,-0.3659,-6.489,-1.4905
-13.5018,0.6833,-4.6067,-0.7379,-7.0857,-2.3488
-6.1235,0.5226,-4.3879,-1.769,-6.1823,-3.5863
-6.765,1.7774,-4.2215,-0.6565,-7.5005,-2.1103
-8.524,0.5754,-5.6933,-0.6449,-5.0493,-1.7779
-9.3852,0.718,-5.207,-0.5723,-5.4709,-1.2344
-6.8503,1.6312,-5.7738,-0.1869,-6.3086,-1.1373
-6.072,1.479,-5.7561,-0.386,-8.4269,-1.9634
-8.0664,0.1852,-5.1191,-1.6861,-5.5053,-2.7764
-5.9162,1.5395,-5.2335,-0.3803,-8.76,-2.7402
-6.2222,1.2734,-5.3082,-0.1634,-6.7537,-0.9616
-7.0465,0.0452,-6.6439,-0.9187,-6.1457,-2.3351
-7.1518,0.0556,-6.0915,-1.4993,-9.1354,-2.296
-7.3686,1.2848,-5.2555,-0.8033,-6.5825,-1.8471
-6.5713,0.554,-6.9237,-1.4066,-8.0448,-2.275
-5.4311,1.2277,-4.1858,-1.0057,-6.6761,-1.3163
-7.8605,0.8694,-5.5214,-0.7992,-6.1004,-2.08
-6.8596,1.5107,-5.2226,-0.0019,-6.7455,-1.3309
-6.9363,0.4774,-8.2092,-1.5042,-6.8172,-3.7545
-7.8245,1.39,-6.1973,-0.6825,-5.6542,-1.3381
-6.3522,1.3475,-4.5794,-0.1082,-7.1863,-0.4191
-6.0115,0.657,-8.0916,-0.507,-7.7697,-2.8067
-9.2673,1.3086,-6.9161,-0.2427,-6.1604,-1.6224
-8.9369,0.5289,-5.912,-0.7148,-6.8252,-2.7258
-8.8858,1.8069,-4.6161,-0.2997,-7.317,-0.8578
-7.4814,1.2086,-6.5007,-0.4591,-8.1719,-1.2884
-7.9771,1.0509,-5.9829,-0.3491,-6.4662,-1.5089
-5.6205,0.8182,-4.733,-0.8002,-6.1582,-2.3767
-10.6669,1.3422,-4.9513,-0.5201,-7.7356,-1.5741
-6.413,1.0711,-6.107,-0.8005,-5.4612,-1.6079
-8.1911,1.0585,-5.0755,-2.0359,-7.3085,-1.9922
-9.016,0.474,-6.6344,-0.9303,-7.9428,-2.4509
-7.2319,0.8368,-7.4398,-0.6043,-7.3202,-1.0196
-7.7614,1.345,-4.8369,-0.5543,-5.6646,-1.4785
-5.6206,1.0823,-7.1503,-0.1707,-7.518,-2.4426
-8.3413,1.1073,-6.2487,-0.6661,-7.0746,-1.6441
-7.4059,0.7277,-5.1196,-0.4634,-7.3695,-3.2281
-7.3075,1.0977,-7.0021,-0.7252,-6.8654,-1.697
-8.253,1.2274,-5.3022,-0.7863,-5.478,-0.8287
-6.9323,0.9503,-5.7277,-0.4042,-5.1873,-2.2058
-6.2528,0.8287,-5.9846,-1.0093,-5.9629,-3.197
-7.7188,1.3537,-7.2613,-0.7219,-8.4512,-1.8381
-7.9185,1.0959,-5.3479,-0.5011,-5.2812,-1.6411
-9.0709,0.4722,-8.1155,-1.2179,-6.6,-3.4057
-9.1873,0.7448,-6.5613,-1.2659,-9.4442,-1.8729
-5.8483,0.0076,-5.8663,-1.5766,-5.8683,-2.7609
-7.7738,1.2743,-6.2819,-1.0444,-6.7981,-2.5971
-5.6236,0.9998,-6.5808,-0.3402,-6.9846,-2.3592
-6.8306,1.7485,-4.553,-0.8194,-7.3927,-1.4483
-8.1232,0.8363,-6.5656,-0.6208,-6.5577,-2.1513
-9.9157,1.7974,-6.3477,-0.4157,-5.7319,-1.9471
-5.7521,1.5122,-4.4128,-0.2063,-6.7639,-1.3586
-6.2385,1.2013,-6.0928,-0.2486,-6.6004,-1.5964
-5.7655,0.4287,-6.3553,-0.9447,-6.8969,-3.4922
-6.6161,0.4523,-6.6554,-2.0581,-7.0482,-5.4093
-9.048,1.3723,-5.6984,-0.5197,-5.9364,-2.4148
-7.4651,0.8093,-5.8268,-0.7861,-7.6412,-1.6155
-5.839,0.4483,-5.0421,-1.4571,-6.1619,-2.0717
-9.8915,1.3843,-6.9703,-0.0756,-7.4176,-1.2468
-6.1503,1.2168,-4.2337,-0.7792,-6.2873,-1.4746
-6.4238,1.8052,-6.134,0.0915,-6.4494,-1.4518
-5.2556,0.9916,-5.6395,-0.6294,-6.1902,-1.965
-8.1851,0.3028,-5.6761,-1.1414,-5.9661,-2.4077
-11.3708,0.9774,-3.9149,-0.8019,-6.0716,-1.5773
-5.7513,1.252,-5.3499,-0.2709,-7.6956,-0.8211
-6.7002,0.4848,-3.96,-1.0504,-5.9519,-2.0198
-10.3733,1.0724,-6.0187,-1.2659,-6.0929,-2.5573
-7.8694,1.2418,-7.0067,-0.7097,-6.5443,-1.5214
-9.1488,1.1474,-7.3094,-0.6259,-5.8009,-2.1183
-5.3831,0.6945,-6.2531,-0.7165,-7.1603,-2.3375
-7.1452,0.7881,-5.6684,-0.9973,-6.0468,-3.1737
-7.6674,1.3541,-6.9934,-0.1272,-6.0547,-1.1493
-6.9306,0.6874,-4.8663,-1.8167,-5.5945,-2.0906
-8.3686,0.4629,-6.1753,-1.0108,-7.2178,-3.3529
-6.1151,0.2826,-6.4543,-1.2946,-5.7958,-2.7026
-9.1941,1.442,-7.8576,-0.3491,-7.2223,-1.5867
-8.7384,0.9629,-6.1397,-0.828,-8.816,-2.5835
-7.1587,1.1681,-6.1997,-0.0522,-5.6376,-1.3877
-5.5204,1.0294,-6.3142,-0.9204,-6.1254,-2.7375
-8.7045,0.1967,-6.4752,-0.9883,-9.1813,-3.1165
-7.6856,0.7633,-5.9265,-1.0028,-4.7882,-1.945
-6.8509,1.1069,-6.29,-0.4268,-8.594,-1.6572
-5.9373,0.8763,-5.3158,-1.3245,-8.1,-2.2463
-7.132,1.4548,-7.2266,0.2065,-7.8533,-1.7827
-6.0633,1.4268,-7.8034,0.0598,-6.2725,-0.7277
-10.9739,0.4206,-7.3199,-0.9767,-7.189,-2.4414
-5.7627,1.0095,-6.7061,-0.3379,-6.5818,-1.4018
-5.247,1.4478,-4.8411,-0.5396,-6.2818,-0.9877
-7.7731,0.6222,-6.311,-1.0677,-7.5959,-2.5317
